Requirement ID,Story Id,Epic,Priority,User Story,Pages (Citations),Alignment Score,Needs Review,Matched Clauses,Clause Scores,Expected Controls,Detected Controls,Missing Controls,Evidence (Story + Steps)
2.3.3.7,b98e8f78-679e-4a87-bba2-68bff17b5f07,,Must,"As a Doctor, I want to view details of a particular session so that I can review patient progress and session specifics.",7,1.0,False,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.5; 0.495; 0.491; 0.482,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to view details of a particular session so that I can review patient progress and session specifics.
GIVEN I am logged in as a Doctor and viewing a list of sessions.
WHEN I select a particular session from the list.
THEN I should be able to see more details about the selected session, including facilitator information, time and scheduling, attendance, and group/individual notes.
I am logged in as a Doctor and viewing a list of sessions. | I select a particular session from the list.
I should be able to see more details about the selected session, including facilitator information, time and scheduling, attendance, and group/individual notes."
2.3.3.8,5e5de401-441f-4c08-816b-afcd430de3a6,,Must,"As a Doctor, I want to view session information, so that I can review patient progress and make informed decisions about their care.",7;7,0.462,False,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.519; 0.516; 0.503; 0.502,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to view session information, so that I can review patient progress and make informed decisions about their care.
GIVEN I am logged into the system as a Doctor and have selected a specific session.
WHEN I view the session details
THEN I should see the facilitator information, time and scheduling, attendance, and group and individual notes.
I am logged into the system as a Doctor and have selected a specific session. | I view the session details
I should see the facilitator information, time and scheduling, attendance, and group and individual notes."
2.3.3.8.4,e8843f4e-d6aa-470f-b008-ae8c38dc930f,,Must,"As a Doctor, I want to see Group and Individual notes for a session so that I can understand the patient's progress and tailor treatment plans.",7,1.0,False,ISO 13485 4.2.5; ISO 9001 8.5.1; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e),0.516; 0.493; 0.486; 0.482,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to see Group and Individual notes for a session so that I can understand the patient's progress and tailor treatment plans.
GIVEN I am viewing the details of a specific session in the Clinician Portal.
WHEN I navigate to the 'Notes' section.
THEN I should see both Group and Individual notes recorded for that session.
I am viewing the details of a specific session in the Clinician Portal. | I navigate to the 'Notes' section.
I should see both Group and Individual notes recorded for that session."
2.3.3.9,e7576094-cddd-4780-817b-f98355781994,,Must,"As a Nurse, I want to enter and view patient assessments, so that I can effectively manage patient care and track progress.",7,0.417,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.606; 0.593; 0.589; 0.578,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Nurse, I want to enter and view patient assessments, so that I can effectively manage patient care and track progress.
GIVEN I am logged into the system as a Nurse.
WHEN I navigate to a patient's profile.
THEN I can enter new assessment data for Nursing, Nutrition, Health Literacy, Care Management, and Behavioral aspects.
GIVEN I am viewing a patient's profile.
WHEN I access the 'Assessments' section.
THEN I can view all previously recorded assessments for the patient.
The system must comply with HIPAA regulations to ensure patient data privacy.
The system must comply with FDA 21 CFR Part 11 regulations for electronic records and signatures.
I am logged into the system as a Nurse. | I navigate to a patient's profile.
I can enter new assessment data for Nursing, Nutrition, Health Literacy, Care Management, and Behavioral aspects.
I am viewing a patient's profile. | I access the 'Assessments' section.
I can view all previously recorded assessments for the patient."
2.3.3.9.1,1c0eff54-c610-43d6-93b9-df2e591e4ff6,,Must,"As a Doctor, I want to view patient assessments including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health, so that I can make informed decisions about patient care.",7,0.538,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.602; 0.584; 0.581; 0.579,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, I want to view patient assessments including Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health, so that I can make informed decisions about patient care.
GIVEN I am logged in as a Doctor and viewing a patient's record.
WHEN I navigate to the 'Assessments' section.
THEN I can see assessments related to Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health.
The system must comply with HIPAA regulations to protect patient data.
The system must comply with FDA 21 CFR Part 11 regulations for electronic records and signatures.
I am logged in as a Doctor and viewing a patient's record. | I navigate to the 'Assessments' section.
I can see assessments related to Nursing, Nutrition, Health Literacy, Care Management, and Behavioral Health."
2.3.3.9,8b92bc9c-fa76-4b40-8818-91e71a0a5698,,Must,"As a Nurse, I want to enter and view patient assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) so that I can effectively conduct the Care-plan process.",7;7,0.278,False,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; IEC 62304 5.1,0.596; 0.578; 0.573; 0.539,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a Nurse, I want to enter and view patient assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral) so that I can effectively conduct the Care-plan process.
GIVEN I am logged into the system as a Nurse.
WHEN I access a patient's record.
THEN I can view existing assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral).
GIVEN I am logged into the system as a Nurse.
WHEN I access a patient's record and navigate to the assessments section.
THEN I can enter new assessment data (Nursing, Nutrition, Health Literacy, Care Management, Behavioral).
The system must comply with HIPAA regulations.
The system must support auditing of documents and data.
I am logged into the system as a Nurse. | I access a patient's record.
I can view existing assessments (Nursing, Nutrition, Health Literacy, Care Management, Behavioral).
I am logged into the system as a Nurse. | I access a patient's record and navigate to the assessments section.
I can enter new assessment data (Nursing, Nutrition, Health Literacy, Care Management, Behavioral)."
2.3.3.10.1,b4bdf2e3-d97f-4dc7-8514-b1e379db0b76,,Must,"As a Clinician, I want to perform care plan review so that I can ensure the patient's care plan is up-to-date and effective.",11;11,0.2,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.599; 0.591; 0.544; 0.529,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail,data_integrity; e_signature; rbac; traceability,"As a Clinician, I want to perform care plan review so that I can ensure the patient's care plan is up-to-date and effective.
GIVEN I am logged in as a Clinician and viewing a patient's record.
WHEN I initiate a care plan review.
THEN I can access and review the patient's current care plan details.
HIPAA compliance for patient data access and storage.
Audit logging of care plan reviews for FDA 21 CFR Part 11 compliance.
I am logged in as a Clinician and viewing a patient's record. | I initiate a care plan review.
I can access and review the patient's current care plan details."
2.3.3.10.3,11453d48-f38d-42f2-affe-29a275b341d9,,Must,"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.",11;11,0.2,False,ISO 13485 4.2.5; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1; IEC 62304 5.1,0.565; 0.534; 0.497; 0.491,audit_trail; data_integrity; risk_management; traceability; verification_validation,,audit_trail; data_integrity; risk_management; traceability; verification_validation,"As a Clinician, I want to view a patient's care plan history, so that I can track changes and understand the patient's treatment progression.
GIVEN A patient has one or more care plans recorded in the system
WHEN I navigate to the patient's record and select the option to view care plan history
THEN I should see a chronological list of all care plans for that patient, including the dates they were active.
GIVEN I am viewing the care plan history
WHEN I select a specific care plan from the history
THEN I should be able to view the details of that care plan as it existed at that point in time.
A patient has one or more care plans recorded in the system | I navigate to the patient's record and select the option to view care plan history
I should see a chronological list of all care plans for that patient, including the dates they were active.
I am viewing the care plan history | I select a specific care plan from the history
I should be able to view the details of that care plan as it existed at that point in time."
2.3.3.10.4,ad301c82-bf7b-4464-aceb-3a564aa7d83b,,Must,"As a Clinician, I want to make updates or changes to a Care Plan, so that the patient's care plan is current and accurate.",7;6;11,0.5,False,ISO 13485 4.2.5; IEC 62304 5.1; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e),0.533; 0.484; 0.481; 0.478,audit_trail; data_integrity; risk_management; traceability; verification_validation,,audit_trail; data_integrity; risk_management; traceability; verification_validation,"As a Clinician, I want to make updates or changes to a Care Plan, so that the patient's care plan is current and accurate.
GIVEN A Care Plan exists for a patient
WHEN I make updates or changes to the Care Plan
THEN The system saves the updated Care Plan with the changes.
A Care Plan exists for a patient | I make updates or changes to the Care Plan
The system saves the updated Care Plan with the changes."
2.3.3.11,d3b3b842-4b5e-49d7-a51b-55743b9cad9a,,Must,"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.",8,1.0,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.100,0.729; 0.632; 0.592; 0.567,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a system administrator, I want the system to audit all data changes, so that I can track data modifications for compliance and security purposes.
GIVEN The system is running and a user modifies patient data or documents.
WHEN A user adds, changes, or deletes data.
THEN The system should record the user's identity, the timestamp of the action, the type of action (add, change, delete), and the specific data that was modified.
GIVEN I need to review the audit history.
WHEN I request an audit report for a specific user or patient.
THEN The system should generate a report displaying the audit history, including user, timestamp, action, and data modified.
GIVEN I need to export the audit history.
WHEN I request to export the audit history.
THEN The system should export the audit history in a standard format (e.g., CSV, Excel) for external analysis.
The auditing system must comply with HIPAA and FDA 21 CFR Part 11 regulations.
Audit logs should be stored securely and be tamper-proof.
The system is running and a user modifies patient data or documents. | A user adds, changes, or deletes data.
The system should record the user's identity, the timestamp of the action, the type of action (add, change, delete), and the specific data that was modified.
I need to review the audit history. | I request an audit report for a specific user or patient.
The system should generate a report displaying the audit history, including user, timestamp, action, and data modified.
I need to export the audit history. | I request to export the audit history.
The system should export the audit history in a standard format (e.g., CSV, Excel) for external analysis."
2.3.3.12,c8b6c027-9235-4b22-aa0c-0d288fd24850,,Must,"As a Doctor, I want the system to track the addition of new documents to a patient's EHR, so that I can maintain an accurate and auditable record of patient information.",8,1.0,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.703; 0.647; 0.627; 0.571,audit_trail; data_integrity; e_signature; rbac; traceability,data_integrity,audit_trail; e_signature; rbac; traceability,"As a Doctor, I want the system to track the addition of new documents to a patient's EHR, so that I can maintain an accurate and auditable record of patient information.
GIVEN A doctor adds a new document to a patient's EHR
WHEN The document is saved in the system
THEN The system should record the addition of the document, including the user who added it and the timestamp of the addition.
The system must comply with HIPAA regulations regarding data privacy and security.
The system must comply with FDA 21 CFR Part 11 regarding electronic records and signatures.
A doctor adds a new document to a patient's EHR | The document is saved in the system
The system should record the addition of the document, including the user who added it and the timestamp of the addition."
2.3.3.13,91c56775-a690-42ef-94f5-c5aba3e3f274,,Should,"As a Facilitator, I want to override the patient sign out for the session, so that I can manage patient sessions effectively.",12;8,0.462,False,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.642; 0.609; 0.562; 0.549,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Facilitator, I want to override the patient sign out for the session, so that I can manage patient sessions effectively.
GIVEN A patient is signed in for a session
WHEN I, as a Facilitator, override the patient sign out
THEN The system should record the override action, including the facilitator's identity and timestamp.
The system must comply with HIPAA regulations.
The system must maintain an audit log of all sign-out overrides, adhering to FDA 21 CFR Part 11.
A patient is signed in for a session | I, as a Facilitator, override the patient sign out
The system should record the override action, including the facilitator's identity and timestamp."
2.3.3.14,c86f20e6-4261-4064-adcc-9452f9e0da3c,,Must,"As a Clinician, I want the system to track deletions of existing documents or data, so that there is an audit trail for data integrity and compliance.",8,1.0,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.716; 0.651; 0.586; 0.569,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Clinician, I want the system to track deletions of existing documents or data, so that there is an audit trail for data integrity and compliance.
GIVEN I am a clinician and I delete a patient document.
WHEN I confirm the deletion.
THEN The system records the deletion event, including the user, timestamp, and document details, in the audit log.
Audit logs must be secure and tamper-proof to comply with HIPAA and FDA 21 CFR Part 11.
I am a clinician and I delete a patient document. | I confirm the deletion.
The system records the deletion event, including the user, timestamp, and document details, in the audit log."
2.3.3.15,06c4fa1f-ea09-4f9a-915a-9e36473db1a3,,Must,"As a Doctor, I want to view reports showing auditing history per patient so that I can monitor changes to patient data and ensure data integrity.",8;8;8;8,0.471,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.718; 0.646; 0.592; 0.587,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Doctor, I want to view reports showing auditing history per patient so that I can monitor changes to patient data and ensure data integrity.
GIVEN I am logged in as a Doctor.
WHEN I navigate to the patient's record.
THEN I can view a report displaying the audit history for that patient, including additions, changes, and deletions of documents and data.
The audit history reports must comply with HIPAA regulations.
The system must maintain an audit log that is compliant with FDA 21 CFR Part 11.
I am logged in as a Doctor. | I navigate to the patient's record.
I can view a report displaying the audit history for that patient, including additions, changes, and deletions of documents and data."
2.3.3.11,c187bd13-bdf5-45db-9b6a-415b06ec88d3,,Must,"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",8;11;8,0.5,False,FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; FDA 21 CFR Part 11 11.100; ISO 27001 A.9,0.717; 0.659; 0.6; 0.575,audit_trail; data_integrity; e_signature; rbac; traceability,audit_trail; data_integrity,e_signature; rbac; traceability,"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.
GIVEN I am logged in as a Clinician and viewing a patient's document
WHEN I select the option to view audit history
THEN I should see a detailed log of all additions, changes, and deletions made to the document, including the user who made the change and the timestamp.
GIVEN I am viewing the audit history of a document
WHEN I request to export the audit history
THEN The audit history should be exported in a standard format (e.g., CSV, PDF) that can be easily reviewed and shared, as per requirement 2.3.3.16.
The audit history must be stored securely and in compliance with HIPAA regulations.
The system must maintain an audit log of all user actions related to document access and modification to comply with FDA 21 CFR Part 11.
I am logged in as a Clinician and viewing a patient's document | I select the option to view audit history
I should see a detailed log of all additions, changes, and deletions made to the document, including the user who made the change and the timestamp.
I am viewing the audit history of a document | I request to export the audit history
The audit history should be exported in a standard format (e.g., CSV, PDF) that can be easily reviewed and shared, as per requirement 2.3.3.16."
2.3.3.17,96ab0005-0457-41fd-a8a5-a96750a0f74e,,Must,"As a Doctor, I want to clearly see the link between patient goals and sessions, so that I can better understand the patient's progress and tailor treatment plans accordingly.",8,1.0,False,ISO 13485 4.2.5; ISO 27001 A.9; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e),0.504; 0.492; 0.484; 0.476,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to clearly see the link between patient goals and sessions, so that I can better understand the patient's progress and tailor treatment plans accordingly.
GIVEN A patient has defined goals and is participating in sessions.
WHEN I view the patient's session details in the portal.
THEN I can clearly see how the session relates to the patient's defined goals.
A patient has defined goals and is participating in sessions. | I view the patient's session details in the portal.
I can clearly see how the session relates to the patient's defined goals."
2.3.4.5,81a8d867-2325-4a77-b523-694586862462,,Should,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",9,0.167,False,ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 9001 8.5.1,0.559; 0.552; 0.551; 0.538,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,,audit_trail; data_integrity; e_signature; rbac; traceability; verification_validation,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.
GIVEN I am a Facilitator with read access to session attendance data.
WHEN I access the system to review session attendance.
THEN I can confirm the attendance records taken through the fingerprint scanner.
I am a Facilitator with read access to session attendance data. | I access the system to review session attendance.
I can confirm the attendance records taken through the fingerprint scanner."
2.4,e69a0b3f-0905-4db8-8a84-a67d8e2cb703,,Must,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",8,0.356,False,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.63; 0.628; 0.616; 0.608,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.
GIVEN I am logged in as a Clinician.
WHEN I attempt to access a patient document.
THEN I should be able to view the document.
GIVEN I am logged in as a Clinician.
WHEN I create a new patient document.
THEN I should be able to save the document.
GIVEN I am logged in as a Clinician.
WHEN A special case allows me write access to an existing document.
THEN I should be able to modify and save the document.
The system must comply with HIPAA regulations regarding patient data access and modification.
The system must comply with FDA 21 CFR Part 11 regulations regarding electronic records and signatures.
I am logged in as a Clinician. | I attempt to access a patient document.
I should be able to view the document.
I am logged in as a Clinician. | I create a new patient document.
I should be able to save the document.
I am logged in as a Clinician. | A special case allows me write access to an existing document.
I should be able to modify and save the document."
2.7.1,1d6ddadd-128f-4015-8b1e-81ac6b88c648,,Must,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.",10,1.0,False,ISO 27001 A.9; ISO 13485 4.2.5; IEC 62304 5.1; FDA 21 CFR Part 11 11.10(e),0.543; 0.518; 0.514; 0.505,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.
GIVEN I am a System Administrator responsible for database setup and maintenance.
WHEN I access the user documentation.
THEN I can view the complete database schema.
GIVEN I am a System Administrator responsible for database setup and maintenance.
WHEN I access the user documentation.
THEN I can follow a step-by-step guide to run the database setup script successfully.
I am a System Administrator responsible for database setup and maintenance. | I access the user documentation.
I can view the complete database schema.
I am a System Administrator responsible for database setup and maintenance. | I access the user documentation.
I can follow a step-by-step guide to run the database setup script successfully."
2.7.2,948ee811-b316-4afc-a4a6-7c0b02afce23,,Must,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.",10,0.25,False,FDA 21 CFR Part 11 11.10(e); FDA 21 CFR Part 11 11.100; ISO 13485 4.2.5; ISO 27001 A.9,0.633; 0.606; 0.601; 0.564,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.
GIVEN I am a new user of the application.
WHEN I access a feature for the first time.
THEN I am presented with step-by-step instructions, screenshots, and in-application tooltips to guide me through the process.
GIVEN I need to understand a specific procedure within the application.
WHEN I access the tutorial documentation.
THEN I can find clear explanations of the procedure, including legal and business concerns.
The tutorial documentation must be compliant with HIPAA and FDA 21 CFR Part 11.
I am a new user of the application. | I access a feature for the first time.
I am presented with step-by-step instructions, screenshots, and in-application tooltips to guide me through the process.
I need to understand a specific procedure within the application. | I access the tutorial documentation.
I can find clear explanations of the procedure, including legal and business concerns."
2.7.3,1217893f-85c5-4ee0-bffa-a8cfff9509cc,,Should,"As a facilitator, I want clear navigation and tooltips in the session application so that I can easily verify attendance, record notes, and understand the application's functionality.",10;10,0.958,False,ISO 9001 8.5.1; IEC 62304 5.1; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e),0.512; 0.507; 0.505; 0.499,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a facilitator, I want clear navigation and tooltips in the session application so that I can easily verify attendance, record notes, and understand the application's functionality.
GIVEN I am a new facilitator using the session application
WHEN I navigate through the application
THEN I can easily understand the purpose of each section and function due to clear navigation and helpful tooltips.
I am a new facilitator using the session application | I navigate through the application
I can easily understand the purpose of each section and function due to clear navigation and helpful tooltips."
2.8.2,b3db685e-3487-4261-bd01-9e6620626f13,,Must,"As a Doctor, I want to view patient assessments and care plans within the system, so that I can efficiently review patient data and provide appropriate care.",4;8;8;10,0.538,False,ISO 13485 4.2.5; ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); IEC 62304 5.1,0.579; 0.558; 0.552; 0.539,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,,audit_trail; data_integrity; rbac; risk_management; traceability; verification_validation,"As a Doctor, I want to view patient assessments and care plans within the system, so that I can efficiently review patient data and provide appropriate care.
GIVEN I am a Doctor with access to the system.
WHEN I select a patient record.
THEN I can view the patient's assessments and care plans in a digitized format.
The system must comply with HIPAA regulations.
The application must be dependent on Trillium’s Local Area Network (2.8.2).
I am a Doctor with access to the system. | I select a patient record.
I can view the patient's assessments and care plans in a digitized format."
5.1.1.2,a13ecae7-0abc-4f22-887e-494b9f21867a,,Must,"As a Doctor, I want to quickly access patient information through the Clinician Portal so that I can efficiently review patient data and make informed decisions.",13;14;14,0.039,True,ISO 27001 A.9; FDA 21 CFR Part 11 11.10(e); ISO 13485 4.2.5; ISO 9001 8.5.1,0.534; 0.512; 0.507; 0.498,audit_trail; data_integrity; rbac; traceability; verification_validation,,audit_trail; data_integrity; rbac; traceability; verification_validation,"As a Doctor, I want to quickly access patient information through the Clinician Portal so that I can efficiently review patient data and make informed decisions.
GIVEN I am logged into the Clinician Portal.
WHEN I request to view a patient's information.
THEN The patient's information is displayed in a user-friendly and easily navigable interface.
The Clinician Portal must be accessible through a web browser.
The interface must be easy to learn and navigate quickly.
Database queries must be performant (5.1.1.5, 5.1.1.6).
Page access times must be performant (5.1.2.1, 5.1.2.2, 5.1.2.3).
I am logged into the Clinician Portal. | I request to view a patient's information.
The patient's information is displayed in a user-friendly and easily navigable interface."
4.2.1,455bbfe1-7840-471f-a4bc-ba6963ee3d68,,Must,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",9;13,0.438,False,FDA 21 CFR Part 11 11.100; FDA 21 CFR Part 11 11.10(e); ISO 27001 A.9; ISO 13485 4.2.5,0.646; 0.644; 0.565; 0.56,audit_trail; data_integrity; e_signature; rbac; traceability,,audit_trail; data_integrity; e_signature; rbac; traceability,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.
GIVEN the session application is running and connected to the fingerprint scanner
WHEN I access the session attendance records
THEN I can view and confirm the attendance data captured by the fingerprint scanner.
The application must comply with HIPAA regulations.
The application must comply with FDA 21 CFR Part 11 regulations.
the session application is running and connected to the fingerprint scanner | I access the session attendance records
I can view and confirm the attendance data captured by the fingerprint scanner."
5.1.1.3,d2ae83d7-6d7f-4a02-8dd7-f783b7930e56,,Must,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",13;14;14;14;15,0.211,False,ISO 27001 A.9; ISO 27001 A.10; ISO 9001 8.5.1; FDA 21 CFR Part 11 11.10(e),0.554; 0.544; 0.538; 0.531,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.
GIVEN I am a user accessing the Clinician Portal.
WHEN I navigate to a page within the application.
THEN The page should load in under 2 seconds.
GIVEN I am a user accessing the Clinician Portal.
WHEN I navigate to a page within the application.
THEN On average, the page should load in under 0.5 seconds.
GIVEN I am a user accessing the Clinician Portal.
WHEN I navigate to a page within the application.
THEN The page should never take more than 5 seconds to load.
Performance: Page load times must adhere to the specified thresholds.
Security: All communication between the server and Clinician Application will be done over SSL (5.3.2.1).
I am a user accessing the Clinician Portal. | I navigate to a page within the application.
The page should load in under 2 seconds.
I am a user accessing the Clinician Portal. | I navigate to a page within the application.
On average, the page should load in under 0.5 seconds.
I am a user accessing the Clinician Portal. | I navigate to a page within the application.
The page should never take more than 5 seconds to load."
5.1.1.4,befdf438-ead0-41c2-abb6-cbc7671a9055,,Should,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",13;14;14;15,0.211,False,ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.553; 0.547; 0.535; 0.534,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.
GIVEN I am a Doctor using the Clinician Portal
WHEN I access a page within the portal
THEN the page loads in under 2 seconds
GIVEN I am a Doctor using the Clinician Portal
WHEN I access a page within the portal
THEN on average, the page loads in under 0.5 seconds
Performance: Pages should load quickly.
Security: All communication between the server and Clinician Application will be done over SSL (5.3.2.1)
HIPAA compliance
I am a Doctor using the Clinician Portal | I access a page within the portal
the page loads in under 2 seconds
I am a Doctor using the Clinician Portal | I access a page within the portal
on average, the page loads in under 0.5 seconds"
5.1.1.5,b47f2700-db21-45a0-98a5-f8ad4f9e993a,,Must,"As a Doctor, I want database queries to execute quickly, so that I can efficiently access patient information and make timely decisions.",14,1.0,False,ISO 27001 A.9; ISO 9001 8.5.1; ISO 27001 A.10; ISO 13485 4.2.5,0.544; 0.536; 0.502; 0.501,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As a Doctor, I want database queries to execute quickly, so that I can efficiently access patient information and make timely decisions.
GIVEN the system has fewer than 25 active database connections
WHEN I execute a database query
THEN the query returns results in less than 10 seconds
Performance: Database queries must execute within acceptable timeframes.
the system has fewer than 25 active database connections | I execute a database query
the query returns results in less than 10 seconds"
5.1.2.3,c3444975-1707-4370-97ab-0c493c116d2f,,Must,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",13;14;15,0.276,False,ISO 27001 A.9; ISO 27001 A.10; FDA 21 CFR Part 11 11.10(e); ISO 9001 8.5.1,0.564; 0.559; 0.556; 0.552,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,,audit_trail; data_integrity; encryption; rbac; traceability; verification_validation,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.
GIVEN I am a Doctor using the Clinician Portal
WHEN I access a page within the portal
THEN the page loads in under 5 seconds
Performance: Page load times must be less than 5 seconds (5.1.2.3)
Security: All communication between the server and Clinician Application will be done over SSL (5.3.2.1)
HIPAA compliance
I am a Doctor using the Clinician Portal | I access a page within the portal
the page loads in under 5 seconds"
