Issue Type,Project Key,Summary,Priority,Labels,Requirement Keys,Test Type,Step Action,Step Data,Step Result,Description,Tags,Pages,Story Id,Epic
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",Should,"auto-generated,vertex-ai,traceable",2.3.4.5,Manual,I am a Facilitator with read access to session attendance data. | I access the system to review session attendance.,,I can confirm the attendance records taken through the fingerprint scanner.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",@priority_Should @req_2.3.4.5,9,81a8d867-2325-4a77-b523-694586862462,
Test,,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",Must,"auto-generated,vertex-ai,traceable",2.4,Manual,I am logged in as a Clinician. | I attempt to access a patient document.,,I should be able to view the document.,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",@priority_Must @req_2.4 @FDA21CFR11 @HIPAA,8,e69a0b3f-0905-4db8-8a84-a67d8e2cb703,
Test,,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",Must,"auto-generated,vertex-ai,traceable",2.4,Manual,I am logged in as a Clinician. | I create a new patient document.,,I should be able to save the document.,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",@priority_Must @req_2.4 @FDA21CFR11 @HIPAA,8,e69a0b3f-0905-4db8-8a84-a67d8e2cb703,
Test,,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",Must,"auto-generated,vertex-ai,traceable",2.4,Manual,I am logged in as a Clinician. | A special case allows me write access to an existing document.,,I should be able to modify and save the document.,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",@priority_Must @req_2.4 @FDA21CFR11 @HIPAA,8,e69a0b3f-0905-4db8-8a84-a67d8e2cb703,
Test,,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.",Must,"auto-generated,vertex-ai,traceable",2.7.1,Manual,I am a System Administrator responsible for database setup and maintenance. | I access the user documentation.,,I can view the complete database schema.,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.",@priority_Must @req_2.7.1,10,1d6ddadd-128f-4015-8b1e-81ac6b88c648,
Test,,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.",Must,"auto-generated,vertex-ai,traceable",2.7.1,Manual,I am a System Administrator responsible for database setup and maintenance. | I access the user documentation.,,I can follow a step-by-step guide to run the database setup script successfully.,"As a System Administrator, I want database schema documentation and a guide for running the database setup script, so that I can properly set up and maintain the database.",@priority_Must @req_2.7.1,10,1d6ddadd-128f-4015-8b1e-81ac6b88c648,
Test,,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.",Must,"auto-generated,vertex-ai,traceable",2.7.2,Manual,I am a new user of the application. | I access a feature for the first time.,,"I am presented with step-by-step instructions, screenshots, and in-application tooltips to guide me through the process.","As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.",@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,948ee811-b316-4afc-a4a6-7c0b02afce23,
Test,,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.",Must,"auto-generated,vertex-ai,traceable",2.7.2,Manual,I need to understand a specific procedure within the application. | I access the tutorial documentation.,,"I can find clear explanations of the procedure, including legal and business concerns.","As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper protocols.",@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,948ee811-b316-4afc-a4a6-7c0b02afce23,
Test,,"As a facilitator, I want clear navigation and tooltips in the session application so that I can easily verify attendance, record notes, and understand the application's functionality.",Should,"auto-generated,vertex-ai,traceable",2.7.3,Manual,I am a new facilitator using the session application | I navigate through the application,,I can easily understand the purpose of each section and function due to clear navigation and helpful tooltips.,"As a facilitator, I want clear navigation and tooltips in the session application so that I can easily verify attendance, record notes, and understand the application's functionality.",@priority_Should @req_2.7.3,10,1217893f-85c5-4ee0-bffa-a8cfff9509cc,
Test,,"As a Doctor, I want to view patient assessments and care plans within the system, so that I can efficiently review patient data and provide appropriate care.",Must,"auto-generated,vertex-ai,traceable",2.8.2,Manual,I am a Doctor with access to the system. | I select a patient record.,,I can view the patient's assessments and care plans in a digitized format.,"As a Doctor, I want to view patient assessments and care plans within the system, so that I can efficiently review patient data and provide appropriate care.",@priority_Must @req_2.8.2 @FDA21CFR11 @HIPAA,4;8;10,b3db685e-3487-4261-bd01-9e6620626f13,
Test,,"As a Doctor, I want to quickly access patient information through the Clinician Portal so that I can efficiently review patient data and make informed decisions.",Must,"auto-generated,vertex-ai,traceable",5.1.1.2,Manual,I am logged into the Clinician Portal. | I request to view a patient's information.,,The patient's information is displayed in a user-friendly and easily navigable interface.,"As a Doctor, I want to quickly access patient information through the Clinician Portal so that I can efficiently review patient data and make informed decisions.",@priority_Must @req_5.1.1.2,13;14,a13ecae7-0abc-4f22-887e-494b9f21867a,
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",Must,"auto-generated,vertex-ai,traceable",4.2.1,Manual,the session application is running and connected to the fingerprint scanner | I access the session attendance records,,I can view and confirm the attendance data captured by the fingerprint scanner.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",@priority_Must @req_4.2.1 @FDA21CFR11 @HIPAA,9;13,455bbfe1-7840-471f-a4bc-ba6963ee3d68,
Test,,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Must,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal. | I navigate to a page within the application.,,The page should load in under 2 seconds.,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Must @req_5.1.1.3,13;14;15,d2ae83d7-6d7f-4a02-8dd7-f783b7930e56,
Test,,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Must,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal. | I navigate to a page within the application.,,"On average, the page should load in under 0.5 seconds.","As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Must @req_5.1.1.3,13;14;15,d2ae83d7-6d7f-4a02-8dd7-f783b7930e56,
Test,,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Must,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal. | I navigate to a page within the application.,,The page should never take more than 5 seconds to load.,"As a Clinician Portal user, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Must @req_5.1.1.3,13;14;15,d2ae83d7-6d7f-4a02-8dd7-f783b7930e56,
Test,,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.1.4,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,the page loads in under 2 seconds,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.1.4 @HIPAA,13;14;15,befdf438-ead0-41c2-abb6-cbc7671a9055,
Test,,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.1.4,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,"on average, the page loads in under 0.5 seconds","As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.1.4 @HIPAA,13;14;15,befdf438-ead0-41c2-abb6-cbc7671a9055,
Test,,"As a Doctor, I want database queries to execute quickly, so that I can efficiently access patient information and make timely decisions.",Must,"auto-generated,vertex-ai,traceable",5.1.1.5,Manual,the system has fewer than 25 active database connections | I execute a database query,,the query returns results in less than 10 seconds,"As a Doctor, I want database queries to execute quickly, so that I can efficiently access patient information and make timely decisions.",@priority_Must @req_5.1.1.5,14,b47f2700-db21-45a0-98a5-f8ad4f9e993a,
Test,,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",Must,"auto-generated,vertex-ai,traceable",5.1.2.3,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,the page loads in under 5 seconds,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",@priority_Must @req_5.1.2.3 @HIPAA,13;14;15,c3444975-1707-4370-97ab-0c493c116d2f,
Test,,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.2.4,Manual,I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,,the page loads in under 2 seconds on average.,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.2.4 @HIPAA,13;14,7b482248-47bf-452e-a4a6-edb289cc900d,
Test,,"As a Doctor, I want the clinician portal to be accessible 99.9% of the time during business hours, so that I can reliably access patient data when needed.",Must,"auto-generated,vertex-ai,traceable",5.1.2.5,Manual,The clinician portal is deployed and running | I attempt to access the portal during business hours,,The portal is accessible 99.9% of the time,"As a Doctor, I want the clinician portal to be accessible 99.9% of the time during business hours, so that I can reliably access patient data when needed.",@priority_Must @req_5.1.2.5 @HIPAA,14,8a482e31-4de8-45bc-972e-ffdfc0b82b7a,
Test,,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Manual,"I am a clinician using the portal | I add, modify, or delete a document or data",,"the system should track the addition, change, or deletion, including user and timestamp.","As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @HIPAA,8,4eba10f6-82f0-4a46-9b95-204905491bf0,
Test,,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Manual,I am a clinician using the portal | I request an audit report,,"the system should generate a report showing the auditing history, either per user or per patient.","As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @HIPAA,8,4eba10f6-82f0-4a46-9b95-204905491bf0,
Test,,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16,Manual,I am a clinician using the portal | I request to export an auditing history,,the system should allow me to export the auditing history.,"As a Clinician, I want the system to audit document and data changes so that I can track modifications and maintain data integrity.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @HIPAA,8,4eba10f6-82f0-4a46-9b95-204905491bf0,
Test,,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",Must,"auto-generated,vertex-ai,traceable",5.1.3.2,Manual,the clinician is using the fingerprint scanner | the clinician initiates a fingerprint scan,,the system returns results within 1 second,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",@priority_Must @req_5.1.3.2,14,9c0a8fef-46d8-4db1-a1e9-5b3de8984004,
Test,,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",Must,"auto-generated,vertex-ai,traceable",5.2.2.1,Manual,A user attempts to access patient information | The user is not authorized to view the patient's information,,The application will prevent the user from accessing the information.,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",@priority_Must @req_5.2.2.1 @HIPAA,15,8217b80d-b3b0-49ef-bc65-12cce6b52deb,
Test,,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.1.1,Manual,The system is deployed and running | Data is stored in the database,,The database is encrypted at rest.,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",@priority_Must @req_5.3.1.1 @HIPAA,15,ce16ca83-5426-4bb3-a58f-f1d109024906,
Test,,"As a Clinician Portal User, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",Must,"auto-generated,vertex-ai,traceable",5.3.1.2,Manual,I am using the Clinician Portal. | I am accessing or modifying patient information.,,All data transferred between the server and my application will be done over SSL.,"As a Clinician Portal User, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",@priority_Must @req_5.3.1.2 @HIPAA,13;15,a00ebd1f-03ef-4ed0-8841-8fb69979f15d,
Test,,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.",Must,"auto-generated,vertex-ai,traceable",5.3.1.3,Manual,The database server is running | A connection is attempted from a device outside the network,,The connection is rejected,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.",@priority_Must @req_5.3.1.3 @HIPAA,15,7b3e4bc3-5a4a-4aab-963f-5d1e6b7bec37,
Test,,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.",Must,"auto-generated,vertex-ai,traceable",5.3.1.3,Manual,The database server is running | A connection is attempted from a device within the same network,,The connection is established,"As a System Administrator, I want the database to only be accessible by devices on the same network so that unauthorized access to sensitive patient data is prevented.",@priority_Must @req_5.3.1.3 @HIPAA,15,7b3e4bc3-5a4a-4aab-963f-5d1e6b7bec37,
Test,,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is transmitted securely and complies with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.2.1,Manual,I am a Doctor using the Clinician Application. | I access or modify patient information.,,All communication between the Clinician Application and the server is encrypted using SSL.,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is transmitted securely and complies with HIPAA.",@priority_Must @req_5.3.2.1 @HIPAA,13;15,0440cb0f-cea5-472b-8382-d59794355a0a,
Test,,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.3.1,Manual,The Session App is running on a computer. | Patient information is stored locally on the computer.,,The patient information is encrypted.,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",@priority_Must @req_5.3.3.1 @HIPAA,15,68231c2d-de07-4259-9c47-0f712303e85a,
Test,,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",Must,"auto-generated,vertex-ai,traceable",5.3.3.2,Manual,The Session App is communicating with the server | Data is being transmitted between the Session App and the server,,The communication must be encrypted using SSL,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",@priority_Must @req_5.3.3.2 @HIPAA,15,fd51ae0f-0178-4c66-9f56-302100997b06,
Test,,"As a Doctor, I want the Clinician Application to have a high aesthetic rating so that I find it visually appealing and easy to use.",Should,"auto-generated,vertex-ai,traceable",5.4.2.1,Manual,the Doctor is using the Clinician Application | they interact with the user interface,,the application's aesthetics should be rated at ⅘ or above by at least 85% of clinicians.,"As a Doctor, I want the Clinician Application to have a high aesthetic rating so that I find it visually appealing and easy to use.",@priority_Should @req_5.4.2.1,16,ef30b23c-d3b7-44b4-bae4-b205defa015b,
Test,,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.",Must,"auto-generated,vertex-ai,traceable",5.4.2.2,Manual,"I am a Doctor using the Clinician application. | I am performing common tasks such as reviewing patient data, updating notes, and ordering tests.",,"The application should be intuitive and easy to navigate, allowing me to complete tasks quickly and efficiently.","As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.",@priority_Must @req_5.4.2.2 @FDA21CFR11 @HIPAA,14;16,9dba99a4-e4ce-4562-bd61-fe8e4cebee06,
Test,,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.",Must,"auto-generated,vertex-ai,traceable",5.4.2.2,Manual,A survey is conducted with clinicians after using the application. | Clinicians are asked to rate the application's ease of use.,,At least 80% of clinicians should rate the application at ⅘ or above for ease of use.,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data and improve patient care.",@priority_Must @req_5.4.2.2 @FDA21CFR11 @HIPAA,14;16,9dba99a4-e4ce-4562-bd61-fe8e4cebee06,
Test,,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",Must,"auto-generated,vertex-ai,traceable",5.4.2.3,Manual,I am a Doctor using the Clinician application. | I am learning to use the application.,,"The application should be intuitive and easy to understand, allowing me to quickly become proficient.","As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,6fccb2f0-462d-435f-ae62-4cdbba4c7571,
Test,,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",Must,"auto-generated,vertex-ai,traceable",5.4.2.3,Manual,We survey Doctors on their experience with the Clinician application. | 90% of Doctors rate the application at 4/5 or above for ease of learning.,,The application meets the ease of learning requirement.,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,6fccb2f0-462d-435f-ae62-4cdbba4c7571,
Test,,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",Should,"auto-generated,vertex-ai,traceable",5.4.3.1,Manual,the facilitator is using the Session App | they are interacting with the user interface,,the app's aesthetics should be rated at 4/5 or above by at least 85% of facilitators.,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",@priority_Should @req_5.4.3.1 @FDA21CFR11 @HIPAA,16,3414fb1b-9417-4da1-ad75-5a99e7eaafc4,
Test,,"As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.",Must,"auto-generated,vertex-ai,traceable",5.4.3.2,Manual,I am a nurse logged into the system. | I add or modify patient data.,,The system should allow me to do so easily and efficiently.,"As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.",@priority_Must @req_5.4.3.2 @FDA21CFR11 @HIPAA,5;8;16,aef5a6f5-4f05-4edc-b7cc-0cc2400483e1,
Test,,"As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.",Must,"auto-generated,vertex-ai,traceable",5.4.3.2,Manual,"I am a nurse. | I add, modify, or delete patient data.",,"The system should track these changes for auditing purposes, including user, timestamp, and specific data changed.","As a Nurse, I want to be able to easily add and modify patient data, so that I can accurately maintain patient records.",@priority_Must @req_5.4.3.2 @FDA21CFR11 @HIPAA,5;8;16,aef5a6f5-4f05-4edc-b7cc-0cc2400483e1,
Test,,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",Must,"auto-generated,vertex-ai,traceable",5.4.3.3,Manual,The facilitator is a new user of the Session App. | The facilitator completes the initial training and uses the app for a few sessions.,,The facilitator rates the Session App at 4/5 or above for ease of learning.,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,0d1844fe-1194-402f-982c-5ef87217e3f4,
Test,,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",Must,"auto-generated,vertex-ai,traceable",5.4.3.3,Manual,A survey is conducted among facilitators after using the Session App. | The survey results are analyzed.,,At least 90% of facilitators rate the Session App at 4/5 or above for ease of learning.,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,0d1844fe-1194-402f-982c-5ef87217e3f4,
Test,,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",Must,"auto-generated,vertex-ai,traceable",AUTO-1,Manual,I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.,,I should be able to view and modify patient information in the database.,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",@priority_Must @req_AUTO-1 @FDA21CFR11 @HIPAA,4;13,2f19080b-c4fc-4ee7-ae1a-149ad532b791,
Test,,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",Must,"auto-generated,vertex-ai,traceable",AUTO-1,Manual,I am a Doctor using the Clinician Portal. | I access the portal through a web browser.,,The interface should be easy to learn and navigate quickly.,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",@priority_Must @req_AUTO-1 @FDA21CFR11 @HIPAA,4;13,2f19080b-c4fc-4ee7-ae1a-149ad532b791,
Test,,"As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.",Must,"auto-generated,vertex-ai,traceable",2,Manual,I am a Doctor logged into the system. | I request an audit report for a specific patient.,,"I should see a report showing the history of additions, changes, and deletions to the patient's documents and data, including the user who made the changes and the timestamp.","As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,cff2a72e-425d-4891-9277-503b84810b84,
Test,,"As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.",Must,"auto-generated,vertex-ai,traceable",2,Manual,I am a Doctor logged into the system. | I request an audit report for all patients.,,"I should see a report showing the history of additions, changes, and deletions to all patients' documents and data, including the user who made the changes and the timestamp.","As a Doctor, I want to view audit reports of patient data changes, so that I can ensure data integrity and compliance with regulations.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,cff2a72e-425d-4891-9277-503b84810b84,
Test,,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.",Must,"auto-generated,vertex-ai,traceable",1,Manual,I am a Day Health Staff member. | I access the Trillium Health Day Health Manager system.,,I can create and store patient assessments and care plans digitally.,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.",@priority_Must @req_1,4,2630be87-92a0-4589-a775-c5f4e26e35e2,
Test,,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.",Must,"auto-generated,vertex-ai,traceable",1,Manual,Patient assessments and care plans are stored digitally. | A patient signs in/out.,,The system automatically tracks the individual's progress through the program.,"As a Day Health Staff, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program and improve the current physical workflow.",@priority_Must @req_1,4,2630be87-92a0-4589-a775-c5f4e26e35e2,
Test,,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",Must,"auto-generated,vertex-ai,traceable",1.2,Manual,I am a Day Health staff member. | I access the system.,,I can create and store patient assessments and care plans digitally.,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",@priority_Must @req_1.2,4,2d2bb89c-8b78-43c3-9333-ca79f10c694c,
Test,,"As a Doctor, I want to access the Clinician Portal so that I can review patient data stored in the database.",Must,"auto-generated,vertex-ai,traceable",1.3,Manual,I am a Doctor with appropriate credentials. | I log into the system via the Clinician Portal.,,I can view patient data stored in the database.,"As a Doctor, I want to access the Clinician Portal so that I can review patient data stored in the database.",@priority_Must @req_1.3 @FDA21CFR11 @HIPAA,4;5,569600a7-d599-433d-a8da-45e6a042c640,
Test,,"As a Doctor, I want to add, modify, or check any patient data stored in the system, so that I can effectively manage patient information.",Must,"auto-generated,vertex-ai,traceable",1.5,Manual,I am logged into the system as a Doctor. | I access the patient data section.,,"I should be able to add, modify, or check patient data.","As a Doctor, I want to add, modify, or check any patient data stored in the system, so that I can effectively manage patient information.",@priority_Must @req_1.5 @FDA21CFR11 @HIPAA,5,b70ee240-a075-4aca-a337-7677bfa78d11,
Test,,"As a Doctor, I want to view patient data in the clinician portal so that I can efficiently review patient information and provide better care.",Must,"auto-generated,vertex-ai,traceable",2,Manual,I am logged into the clinician portal. | I select a patient.,,I can view the patient's relevant documents and clinical information in an organized manner.,"As a Doctor, I want to view patient data in the clinician portal so that I can efficiently review patient information and provide better care.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,4;6,a13a3f38-09bb-424e-86a2-89d59342669a,Implement Clinician Portal
Test,,"As a Doctor, I want to view organized patient data in the clinician portal so that I can efficiently review patient information and make informed decisions.",Must,"auto-generated,vertex-ai,traceable",2.1,Manual,I am logged into the clinician portal as a Doctor. | I select a patient.,,I can view the patient's relevant documents and clinical information organized in a meaningful way.,"As a Doctor, I want to view organized patient data in the clinician portal so that I can efficiently review patient information and make informed decisions.",@priority_Must @req_2.1 @HIPAA,6,f0d52e99-1fe9-4d95-90ed-a582b8426fda,Implement Clinician Portal
Test,,"As a Doctor, I want to view patient care plans so that I can effectively review and manage patient treatment.",Must,"auto-generated,vertex-ai,traceable",2.2;2.3.2.8;2.3.2.11,Manual,I am logged into the clinician portal as a Doctor. | I select a patient from the patient list.,,"I can view the patient's current care plan, including updates and changes.","As a Doctor, I want to view patient care plans so that I can effectively review and manage patient treatment.",@priority_Must @req_2.2 @req_2.3.2.8 @req_2.3.2.11 @FDA21CFR11 @HIPAA,6,2d3c7e56-665c-4979-9bea-46655b6f5722,Implement Clinician Portal
Test,,"As a Doctor, I want the application to have tutorial documentation so that I can quickly learn how to use the system and understand proper protocols.",Should,"auto-generated,vertex-ai,traceable",2.3,Manual,I am a new Doctor user of the application. | I access the application for the first time.,,I am presented with tutorial documentation that explains procedures in step-by-step instructions with screenshots.,"As a Doctor, I want the application to have tutorial documentation so that I can quickly learn how to use the system and understand proper protocols.",@priority_Should @req_2.3,10,9303be75-30e5-4ffc-b9a4-1649388674aa,
Test,,"As a Trillium IT Administrator, I want a way to install the database so that the system can be set up and ready for use.",Must,"auto-generated,vertex-ai,traceable",2.3.1.1,Manual,I am a Trillium IT Administrator with access to the installation package | I run the database setup script,,the database is installed correctly and ready to host patient and clinical information.,"As a Trillium IT Administrator, I want a way to install the database so that the system can be set up and ready for use.",@priority_Must @req_2.3.1.1,6;10,974710c5-6117-46d6-b719-2e3bae299c38,
Test,,"As a Doctor, I want to access patient data in the clinician portal so that I can review patient information efficiently.",Must,"auto-generated,vertex-ai,traceable",2.3.1.2,Manual,I am logged into the clinician portal. | I select a patient.,,I can view the patient's relevant documents and clinical information.,"As a Doctor, I want to access patient data in the clinician portal so that I can review patient information efficiently.",@priority_Must @req_2.3.1.2 @FDA21CFR11 @HIPAA,6,c1f650d5-cdd6-4e38-b0e1-37b7d276c133,
Test,,"As a Clinician, I want to access a clinician portal so that I can present and organize patient data from the database.",Must,"auto-generated,vertex-ai,traceable",2.3.1.3,Manual,The database contains patient and clinical information. | I log into the system.,,I should be able to access a clinician portal to view and organize patient data.,"As a Clinician, I want to access a clinician portal so that I can present and organize patient data from the database.",@priority_Must @req_2.3.1.3 @FDA21CFR11 @HIPAA,6,d5bd9469-1afb-4b4d-8647-626c661b4569,
