Issue Type,Project Key,Summary,Priority,Labels,Requirement Keys,Test Type,Step Action,Step Data,Step Result,Description,Tags,Pages,Story Id,Epic
Test,,"As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2.3.3.11;2.3.3.12;2.3.3.13;2.3.3.14;2.3.3.15;2.3.3.16;DHM_UC_21,Manual,I am viewing the audit history of a document | I request to export the audit history,,"The system should generate a report of the audit history in a standard format (e.g., CSV, PDF) that I can save or print. (Requirement 2.3.3.16)","As a Clinician, I want to view the audit history of a document so that I can track changes and ensure data integrity.",@priority_Must @req_2.3.3.11 @req_2.3.3.12 @req_2.3.3.13 @req_2.3.3.14 @req_2.3.3.15 @req_2.3.3.16 @req_DHM_UC_21 @HIPAA,8;11,975553c3-d865-4f26-846d-f589a525458d,
Test,,"As a Doctor, I want to clearly see the link between patient goals and sessions, so that I can better understand the patient's progress and tailor treatment plans effectively.",Must,"auto-generated,vertex-ai,traceable",2.3.3.17,Manual,A patient has defined goals and is participating in sessions. | I view the patient's session details in the portal.,,I can clearly see how the session relates to the patient's defined goals.,"As a Doctor, I want to clearly see the link between patient goals and sessions, so that I can better understand the patient's progress and tailor treatment plans effectively.",@priority_Must @req_2.3.3.17,8,2b35c6e9-1cae-43a1-973e-8282e4a0fe6e,
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records are maintained.",Should,"auto-generated,vertex-ai,traceable",2.3.2.17,Manual,I am a facilitator with read access to session attendance data. | I access the system to view session attendance.,,I can confirm the attendance taken through the fingerprint scanner is accurate.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate records are maintained.",@priority_Should @req_2.3.2.17,9,58e2aaf1-e0ac-484d-addc-b045f89c8e95,
Test,,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",Must,"auto-generated,vertex-ai,traceable",2.4,Manual,I am logged in as a Clinician. | I attempt to access a patient document.,,I should be able to view the document.,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",@priority_Must @req_2.4,8,e4284d40-c7da-4436-b42e-83fd186bbfa8,
Test,,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",Must,"auto-generated,vertex-ai,traceable",2.4,Manual,I am logged in as a Clinician. | I create a new patient document or a special case allows write access.,,I should be able to save the document.,"As a Clinician, I want to have read access to all documents and write access upon creation or special cases, so that I can view, interpret, create, and add new documents for patient care.",@priority_Must @req_2.4,8,e4284d40-c7da-4436-b42e-83fd186bbfa8,
Test,,"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",Must,"auto-generated,vertex-ai,traceable",2.7.1,Manual,I am a system administrator responsible for database setup and maintenance. | I access the user documentation.,,I can view a clear and comprehensive database schema.,"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",@priority_Must @req_2.7.1,10,9285236a-eb54-4b0e-8dd5-9354c4482da2,
Test,,"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",Must,"auto-generated,vertex-ai,traceable",2.7.1,Manual,I am a system administrator responsible for database setup and maintenance. | I access the user documentation.,,I can follow a step-by-step guide for running the database setup script.,"As a System Administrator, I want a database schema and setup guide so that I can properly install and maintain the database.",@priority_Must @req_2.7.1,10,9285236a-eb54-4b0e-8dd5-9354c4482da2,
Test,,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",Must,"auto-generated,vertex-ai,traceable",2.7.2,Manual,I am a new user of the application. | I access a feature for the first time.,,"I am presented with step-by-step instructions, screenshots, and in-application tooltips to guide me through the process.","As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,edb5fa20-d9ef-4f8f-98cc-b78abdde471f,
Test,,"As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",Must,"auto-generated,vertex-ai,traceable",2.7.2,Manual,I need to understand a specific procedure. | I access the tutorial documentation.,,"I can find clear explanations of the procedure, including legal and business concerns, presented in a step-by-step format with visual aids.","As a Doctor, Nurse, or Patient, I want tutorial documentation within the application so that I can easily learn how to use the system and understand proper procedures.",@priority_Must @req_2.7.2 @FDA21CFR11 @HIPAA,10,edb5fa20-d9ef-4f8f-98cc-b78abdde471f,
Test,,"As a Facilitator, I want clear navigation and tooltips in the session application so that I can easily record attendance and take notes.",Must,"auto-generated,vertex-ai,traceable",2.7.3,Manual,I am a new facilitator using the session application. | I navigate the application.,,I can easily understand the purpose of each section due to clear navigation and tooltips.,"As a Facilitator, I want clear navigation and tooltips in the session application so that I can easily record attendance and take notes.",@priority_Must @req_2.7.3,10,095a5525-6313-4a86-bfd5-528a3248c650,
Test,,"As a Doctor, I want to view patient assessments and care plans within the Day Health Manager, so that I can efficiently review patient information and provide appropriate care.",Must,"auto-generated,vertex-ai,traceable",2.8.2,Manual,I am a Doctor with access to the Day Health Manager. | I select a patient within the system.,,I can view the patient's digitized assessments and care plans.,"As a Doctor, I want to view patient assessments and care plans within the Day Health Manager, so that I can efficiently review patient information and provide appropriate care.",@priority_Must @req_2.8.2 @HIPAA,4,f5096585-080a-4cbf-9862-fd388ff1963b,
Test,,"As a Doctor, I want to access patient information through the Clinician Portal so that I can quickly review patient data and make informed decisions.",Must,"auto-generated,vertex-ai,traceable",2.6,Manual,I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.,,I should be able to view the patient's relevant medical information in an easy-to-navigate interface.,"As a Doctor, I want to access patient information through the Clinician Portal so that I can quickly review patient data and make informed decisions.",@priority_Must @req_2.6 @FDA21CFR11 @HIPAA,2;13,22f35078-9c51-42df-b19c-2b2bf0a0678e,
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",Must,"auto-generated,vertex-ai,traceable",4.2.1,Manual,the session application has recorded attendance via fingerprint scanner | I access the session attendance records,,I can view and confirm the attendance data captured by the fingerprint scanner.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate attendance records.",@priority_Must @req_4.2.1,9;13,c6f1ac71-ba13-4348-a5e3-f9bcb6dfba7c,
Test,,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Should,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal | I navigate to a page within the application,,the page loads in under 2 seconds with only one user online,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,
Test,,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Should,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal | I navigate to a page within the application,,on average the page loads in under 0.5 seconds with only one user online,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,
Test,,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",Should,"auto-generated,vertex-ai,traceable",5.1.1.3,Manual,I am a user accessing the Clinician Portal | I navigate to a page within the application,,the page never takes more than 5 seconds to load,"As a Clinician Portal User, I want the application to respond quickly, so that I can efficiently access and modify patient information.",@priority_Should @req_5.1.1.3,13;14;15,3b649edd-0117-46cd-8ffb-2bef55b90ae0,
Test,,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.1.4,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,the page loads in under 2 seconds,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.1.4,13;14;15,ee54d950-e614-48d4-9531-d036edcf9487,
Test,,"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.1.4,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,"on average, the page loads in under 0.5 seconds","As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.1.4,13;14;15,ee54d950-e614-48d4-9531-d036edcf9487,
Test,,"As a Doctor, I want database queries to execute quickly so that I can efficiently access patient information.",Must,"auto-generated,vertex-ai,traceable",5.1.1.5,Manual,the system has fewer than 25 active database connections | I execute a database query,,the query completes in less than 10 seconds,"As a Doctor, I want database queries to execute quickly so that I can efficiently access patient information.",@priority_Must @req_5.1.1.5,14,20570b5e-f4ba-407c-b6ea-f1f97b946ed3,
Test,,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",Must,"auto-generated,vertex-ai,traceable",5.1,Manual,I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,,the page loads in under 2 seconds with one user online.,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,
Test,,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",Must,"auto-generated,vertex-ai,traceable",5.1,Manual,I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,,the page loads on average in under 0.5 seconds with one user online.,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,
Test,,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",Must,"auto-generated,vertex-ai,traceable",5.1,Manual,I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,,the page never takes more than 5 seconds to load.,"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,
Test,,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information and provide timely care.",Must,"auto-generated,vertex-ai,traceable",5.1.2.1,Manual,I am a Doctor using the Clinician Portal with only one user online | I access a page within the portal,,the page loads in less than 2 seconds,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information and provide timely care.",@priority_Must @req_5.1.2.1,13;14,6be84d62-aff2-4e92-a1e2-c99b68623bec,
Test,,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information.",Must,"auto-generated,vertex-ai,traceable",5.1.2.2,Manual,I am a Doctor using the Clinician Portal with only one user online | I access a page within the portal,,the page should load in under 0.5 seconds on average,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information.",@priority_Must @req_5.1.2.2 @HIPAA,13;14,3afdb877-bad2-43fd-9a97-38561c6909d2,
Test,,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",Must,"auto-generated,vertex-ai,traceable",5.1.2.3,Manual,I am a Doctor using the Clinician Portal | I access a page within the portal,,the page loads in under 5 seconds,"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",@priority_Must @req_5.1.2.3,13;14;15,92b9e364-3f6c-40a4-bc57-0a6a5700eec1,
Test,,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",Must,"auto-generated,vertex-ai,traceable",5.1.3.2,Manual,the clinician is using the fingerprint scanner | the clinician initiates a fingerprint scan,,the system returns results within 1 second,"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",@priority_Must @req_5.1.3.2,13;14,2f5ff043-16d8-4376-8de4-dde4add37d42,
Test,,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Manual,I am a Doctor accessing the application | I navigate to a patient's record,,the page loads in under 2 seconds,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,
Test,,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Manual,I am a Doctor accessing the application | I navigate to a patient's record,,the page loads on average in under 0.5 seconds,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,
Test,,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",Should,"auto-generated,vertex-ai,traceable",5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Manual,I am a Doctor accessing the application | I navigate to a patient's record,,the page never takes more than 5 seconds to load,"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,
Test,,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",Must,"auto-generated,vertex-ai,traceable",5.2.2.1,Manual,A user attempts to access patient information | The user is not authorized to view the patient's information,,The application will prevent the user from accessing the information,"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",@priority_Must @req_5.2.2.1 @HIPAA,15,453133c6-53c6-40af-a753-4ee8412d1b43,
Test,,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.1.1,Manual,The system is deployed and running | Data is stored in the database,,The database is encrypted at rest,"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",@priority_Must @req_5.3.1.1 @HIPAA,15,c85db49c-48f4-4b22-82c6-297636848529,
Test,,"As a Clinician Portal user, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",Must,"auto-generated,vertex-ai,traceable",5.3.1.2,Manual,I am a user of the Clinician Portal. | I access or modify any information in the database.,,All data transfer between the server and the database is done over an SSL connection.,"As a Clinician Portal user, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",@priority_Must @req_5.3.1.2 @HIPAA,13;15,b55ed4fc-878d-40b1-a512-e399d0f4689a,
Test,,"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.1.3,Manual,The system is deployed in a network environment | A device attempts to connect to the database from outside the designated network,,The connection is refused and an error message is logged.,"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",@priority_Must @req_5.3.1.3,15,57b5de89-6f1a-4e92-8703-02e0b440f474,
Test,,"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.1.3,Manual,A device is on the same network as the database | The device attempts to connect to the database,,The connection is established successfully.,"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",@priority_Must @req_5.3.1.3,15,57b5de89-6f1a-4e92-8703-02e0b440f474,
Test,,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is secure and complies with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.2.1,Manual,I am a Doctor using the Clinician Application | I am accessing or modifying patient information,,all communication between the server and the Clinician Application is encrypted using SSL.,"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is secure and complies with HIPAA.",@priority_Must @req_5.3.2.1,15,cff23191-42a0-4a62-85ee-491b1c788171,
Test,,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",Must,"auto-generated,vertex-ai,traceable",5.3.3.1,Manual,The session app is running on a computer. | Patient information is stored locally on the computer.,,The patient information is encrypted.,"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",@priority_Must @req_5.3.3.1 @HIPAA,15,be2c1cca-d00a-423e-bbab-f94892bf94fb,
Test,,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",Must,"auto-generated,vertex-ai,traceable",5.3.3.2,Manual,The Session App is communicating with the server | Data is being transmitted between the Session App and the server,,The communication must be encrypted using SSL,"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",@priority_Must @req_5.3.3.2 @HIPAA,15,e0f5acc5-52fe-4309-8921-4f2e29e1a0f1,
Test,,"As a Doctor, I want the Clinician Application to have a high aesthetic rating, so that I find it visually appealing and easy to use.",Should,"auto-generated,vertex-ai,traceable",5.4.2.1,Manual,The Clinician Application is being used by a Doctor. | The Doctor interacts with the application's user interface.,,The Doctor should rate the application's aesthetics at 4/5 or higher.,"As a Doctor, I want the Clinician Application to have a high aesthetic rating, so that I find it visually appealing and easy to use.",@priority_Should @req_5.4.2.1,16,bcfef094-451b-454b-9b18-97666a49390e,
Test,,"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data.",Must,"auto-generated,vertex-ai,traceable",5.4.2.2,Manual,I am a Doctor using the Clinician application. | I am performing common tasks such as reviewing patient data.,,"The application should be intuitive and easy to navigate, allowing me to complete my tasks efficiently.","As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data.",@priority_Must @req_5.4.2.2 @FDA21CFR11 @HIPAA,16,b2d1ad0f-4279-49a3-b9e1-0b9811b38205,
Test,,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",Must,"auto-generated,vertex-ai,traceable",5.4.2.3,Manual,I am a Doctor using the Clinician application for the first time. | I attempt to navigate the application and access patient data.,,"The application should be intuitive and easy to understand, allowing me to quickly find the information I need.","As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,8ba48bb1-6840-4378-beb8-4a17bd5b4e21,
Test,,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",Must,"auto-generated,vertex-ai,traceable",5.4.2.3,Manual,90% of Doctors are using the Clinician application. | They are asked to rate the application for ease of learning.,,At least 90% of Doctors should rate the application at ⅘ or above for ease of learning.,"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,8ba48bb1-6840-4378-beb8-4a17bd5b4e21,
Test,,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",Should,"auto-generated,vertex-ai,traceable",5.4.3.1,Manual,the user is a facilitator using the Session App | they interact with the application's user interface,,the application's aesthetic is rated at 4/5 or above by at least 85% of facilitators.,"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",@priority_Should @req_5.4.3.1 @FDA21CFR11 @HIPAA,16,faffbeff-01c3-44f8-bb03-70f93a5152db,
Test,,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",Must,"auto-generated,vertex-ai,traceable",5.4.3.3,Manual,The facilitator is a new user of the Session App. | The facilitator completes the initial training and uses the app for a few sessions.,,The facilitator rates the Session App at ⅘ or above for ease of learning.,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,7609b87c-c1f1-44b8-85a8-1ea73f9c6c4e,
Test,,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",Must,"auto-generated,vertex-ai,traceable",5.4.3.3,Manual,A survey is conducted with facilitators after using the Session App. | The survey results are analyzed.,,At least 90% of facilitators rate the Session App at ⅘ or above for ease of learning.,"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,7609b87c-c1f1-44b8-85a8-1ea73f9c6c4e,
Test,,"As a Doctor, I want to use the Clinician Portal so that I can easily review patient data within the EHR.",Must,"auto-generated,vertex-ai,traceable",1,Manual,I am a Doctor logged into the Clinician Portal | I access a patient's record,,I can view their relevant data in a clear and organized manner.,"As a Doctor, I want to use the Clinician Portal so that I can easily review patient data within the EHR.",@priority_Must @req_1 @FDA21CFR11 @HIPAA,4;16,67d25303-e7e8-4156-8bb2-28b5ddc4cf6d,
Test,,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",Must,"auto-generated,vertex-ai,traceable",AUTO-1,Manual,I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.,,I should be able to view all relevant patient information.,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",@priority_Must @req_AUTO-1 @HIPAA,13,dc0597f7-445e-4595-93a4-22802cf9cb9d,
Test,,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",Must,"auto-generated,vertex-ai,traceable",AUTO-1,Manual,I am a Doctor logged into the Clinician Portal. | I need to update patient information.,,I should be able to modify the information in the database through the web-based application.,"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",@priority_Must @req_AUTO-1 @HIPAA,13,dc0597f7-445e-4595-93a4-22802cf9cb9d,
Test,,"As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2,Manual,I am logged in as a Doctor. | I request an audit history report for a specific patient.,,"I should see a report showing additions, changes, and deletions of documents and data, per user and per patient.","As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,a9319b67-125b-422d-b98e-20b7585e6a9e,
Test,,"As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",Must,"auto-generated,vertex-ai,traceable",2,Manual,I am viewing an audit history report. | I request to export the audit history.,,The system should allow me to export the auditing history.,"As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,a9319b67-125b-422d-b98e-20b7585e6a9e,
Test,,"As a Nurse, I want to update patient vitals in the system so that patient information is readily available and accurate.",Must,"auto-generated,vertex-ai,traceable",1,Manual,The nurse is logged into the Clinician Portal. | The nurse enters patient vitals.,,The patient vitals are stored securely in the database and are accessible to authorized personnel.,"As a Nurse, I want to update patient vitals in the system so that patient information is readily available and accurate.",@priority_Must @req_1 @FDA21CFR11 @HIPAA,4;6,b548eb9e-dee9-456f-a985-cb7ae6d6e7d4,Digitize Patient Records
Test,,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",Must,"auto-generated,vertex-ai,traceable",1.2,Manual,I am a Day Health staff member. | I access the Trillium Health Day Health Manager system.,,I can create and store patient assessments and care plans digitally.,"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",@priority_Must @req_1.2,4,7a6447a2-cc16-4b83-b718-07270d8f6499,
Test,,"As a Doctor, I want to access the Clinician Portal so that I can review patient data efficiently.",Must,"auto-generated,vertex-ai,traceable",1.3,Manual,I am a Doctor with appropriate credentials. | I log into the system.,,I should be able to access the Clinician Portal and view patient data.,"As a Doctor, I want to access the Clinician Portal so that I can review patient data efficiently.",@priority_Must @req_1.3 @FDA21CFR11 @HIPAA,4;5,cb76821c-e776-42c4-9fff-84dfc17768ef,
Test,,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate tracking of patient attendance.",Must,"auto-generated,vertex-ai,traceable",AUTO-9,Manual,The fingerprint scanner has recorded patient attendance for a session. | I access the session application.,,I can confirm the attendance records taken through the fingerprint scanner.,"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate tracking of patient attendance.",@priority_Must @req_AUTO-9,9;10,537ce843-7ea9-460d-9ddc-ddcc79a7ec5e,
Test,,"As a Doctor, I want to add or modify patient data stored in the system, so that I can keep the EHR up-to-date and provide accurate care.",Must,"auto-generated,vertex-ai,traceable",1.5,Manual,I am logged into the system as a Doctor. | I access a patient's record.,,"I can add new patient data, modify existing data, and save the changes.","As a Doctor, I want to add or modify patient data stored in the system, so that I can keep the EHR up-to-date and provide accurate care.",@priority_Must @req_1.5 @FDA21CFR11 @HIPAA,5,3af70c22-c94f-491e-9fa1-29a3312ef18a,
Test,,"As a Doctor, I want to access patient data through a clinician portal so that I can efficiently review patient information and provide better care.",Must,"auto-generated,vertex-ai,traceable",2,Manual,the Doctor is logged into the clinician portal | the Doctor searches for a specific patient,,the Doctor should be able to view the patient's relevant documents and clinical information in an organized manner.,"As a Doctor, I want to access patient data through a clinician portal so that I can efficiently review patient information and provide better care.",@priority_Must @req_2 @FDA21CFR11 @HIPAA,6,84c8f2ab-b87d-46f5-98a5-49ef17776729,Implement EHR system for Trillium Health
Test,,"As a Doctor, I want to view patient data in the clinician portal so that I can make informed decisions about patient care.",Must,"auto-generated,vertex-ai,traceable",2.1,Manual,I am a logged-in Doctor in the clinician portal. | I select a patient from the patient list.,,"I should see a summary of the patient's relevant clinical information, including documents and vitals.","As a Doctor, I want to view patient data in the clinician portal so that I can make informed decisions about patient care.",@priority_Must @req_2.1 @HIPAA,6,f6e838e5-23fd-47d8-886d-0d2f55e735ca,Implement Clinician Portal
Test,,"As a Doctor, I want to view patient care plans so that I can effectively manage patient treatment.",Must,"auto-generated,vertex-ai,traceable",2.2,Manual,I am logged into the clinician portal as a Doctor. | I select a patient from the patient list.,,"I can view the patient's care plan, including updates and changes.","As a Doctor, I want to view patient care plans so that I can effectively manage patient treatment.",@priority_Must @req_2.2 @FDA21CFR11 @HIPAA,6,a829b8fb-67da-45a0-807b-795b4ce2a7ce,Implement Clinician Portal
Test,,"As a Doctor, I want the application to have tutorial documentation, so that I can quickly learn how to use the system and understand proper protocols.",Should,"auto-generated,vertex-ai,traceable",2.3,Manual,I am a new Doctor user | I access the application,,"I am presented with tutorial documentation that includes step-by-step instructions, screenshots, and in-app guidance.","As a Doctor, I want the application to have tutorial documentation, so that I can quickly learn how to use the system and understand proper protocols.",@priority_Should @req_2.3,10,9d4b3390-fd3b-48e8-8ea3-686d37a6c633,
Test,,"As a System Administrator, I want to install the database for Trillium, so that the system can be set up and ready for use.",Must,"auto-generated,vertex-ai,traceable",2.3.1.1,Manual,I have the necessary permissions and access to the server. | I run the database setup script.,,"The database is successfully installed and configured, and I receive confirmation of successful installation.","As a System Administrator, I want to install the database for Trillium, so that the system can be set up and ready for use.",@priority_Must @req_2.3.1.1 @FDA21CFR11 @HIPAA,6,b65a7561-55fb-4d09-8cce-8be775b56785,
Test,,"As a Doctor, I want to access patient data through a clinician portal so that I can review patient information efficiently.",Must,"auto-generated,vertex-ai,traceable",2.3.1.2,Manual,I am a Doctor with appropriate system access. | I log into the clinician portal.,,I can view and organize patient data from the database.,"As a Doctor, I want to access patient data through a clinician portal so that I can review patient information efficiently.",@priority_Must @req_2.3.1.2 @FDA21CFR11 @HIPAA,6,0b21f48e-b9cb-450e-936b-2374b2432c50,
