Test Case Title,Step Action,Step Expected,Requirement ID,Priority,Tags,Pages,Story Id,Epic,Area Path,Iteration Path
"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",I am a Doctor using the Clinician Portal | I access a page within the portal,the page loads in under 2 seconds,5.1.1.4,Should,@priority_Should @req_5.1.1.4,13;14;15,ee54d950-e614-48d4-9531-d036edcf9487,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load quickly, so that I can efficiently review patient data.",I am a Doctor using the Clinician Portal | I access a page within the portal,"on average, the page loads in under 0.5 seconds",5.1.1.4,Should,@priority_Should @req_5.1.1.4,13;14;15,ee54d950-e614-48d4-9531-d036edcf9487,,Healthcare\DayHealth,Release 1
"As a Doctor, I want database queries to execute quickly so that I can efficiently access patient information.",the system has fewer than 25 active database connections | I execute a database query,the query completes in less than 10 seconds,5.1.1.5,Must,@priority_Must @req_5.1.1.5,14,20570b5e-f4ba-407c-b6ea-f1f97b946ed3,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,the page loads in under 2 seconds with one user online.,5.1,Must,@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,the page loads on average in under 0.5 seconds with one user online.,5.1,Must,@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal to load quickly so that I can efficiently access patient information.",I am a Doctor accessing the Clinician Portal | I navigate to a page within the portal,the page never takes more than 5 seconds to load.,5.1,Must,@priority_Must @req_5.1 @HIPAA,13;14,d7efd6b8-c4f3-4052-8479-7b92b9ad83e4,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information and provide timely care.",I am a Doctor using the Clinician Portal with only one user online | I access a page within the portal,the page loads in less than 2 seconds,5.1.2.1,Must,@priority_Must @req_5.1.2.1,13;14,6be84d62-aff2-4e92-a1e2-c99b68623bec,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently access patient information.",I am a Doctor using the Clinician Portal with only one user online | I access a page within the portal,the page should load in under 0.5 seconds on average,5.1.2.2,Must,@priority_Must @req_5.1.2.2 @HIPAA,13;14,3afdb877-bad2-43fd-9a97-38561c6909d2,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Portal pages to load quickly, so that I can efficiently review patient data.",I am a Doctor using the Clinician Portal | I access a page within the portal,the page loads in under 5 seconds,5.1.2.3,Must,@priority_Must @req_5.1.2.3,13;14;15,92b9e364-3f6c-40a4-bc57-0a6a5700eec1,,Healthcare\DayHealth,Release 1
"As a Clinician, I want fingerprint scanning to return results quickly, so that I can efficiently access the system.",the clinician is using the fingerprint scanner | the clinician initiates a fingerprint scan,the system returns results within 1 second,5.1.3.2,Must,@priority_Must @req_5.1.3.2,13;14,2f5ff043-16d8-4376-8de4-dde4add37d42,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor accessing the application | I navigate to a patient's record,the page loads in under 2 seconds,5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Should,@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor accessing the application | I navigate to a patient's record,the page loads on average in under 0.5 seconds,5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Should,@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to load quickly, so that I can efficiently review patient data.",I am a Doctor accessing the application | I navigate to a patient's record,the page never takes more than 5 seconds to load,5.1.2.1;5.1.2.2;5.1.2.3;5.3.2.1,Should,@priority_Should @req_5.1.2.1 @req_5.1.2.2 @req_5.1.2.3 @req_5.3.2.1 @HIPAA,14;15,dab15909-eb07-4366-acac-f2a82aa62b4e,,Healthcare\DayHealth,Release 1
"As a Clinician Application, I want to ensure patient information is only accessible to authorized users, so that patient privacy is maintained and HIPAA regulations are met.",A user attempts to access patient information | The user is not authorized to view the patient's information,The application will prevent the user from accessing the information,5.2.2.1,Must,@priority_Must @req_5.2.2.1 @HIPAA,15,453133c6-53c6-40af-a753-4ee8412d1b43,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want the database to be encrypted at rest so that patient data is protected and compliant with HIPAA.",The system is deployed and running | Data is stored in the database,The database is encrypted at rest,5.3.1.1,Must,@priority_Must @req_5.3.1.1 @HIPAA,15,c85db49c-48f4-4b22-82c6-297636848529,,Healthcare\DayHealth,Release 1
"As a Clinician Portal user, I want all data transfers to be secured with SSL, so that patient data is protected during transmission.",I am a user of the Clinician Portal. | I access or modify any information in the database.,All data transfer between the server and the database is done over an SSL connection.,5.3.1.2,Must,@priority_Must @req_5.3.1.2 @HIPAA,13;15,b55ed4fc-878d-40b1-a512-e399d0f4689a,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",The system is deployed in a network environment | A device attempts to connect to the database from outside the designated network,The connection is refused and an error message is logged.,5.3.1.3,Must,@priority_Must @req_5.3.1.3,15,57b5de89-6f1a-4e92-8703-02e0b440f474,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want the database to only be accessible by devices on the same network so that patient data is protected and complies with HIPAA.",A device is on the same network as the database | The device attempts to connect to the database,The connection is established successfully.,5.3.1.3,Must,@priority_Must @req_5.3.1.3,15,57b5de89-6f1a-4e92-8703-02e0b440f474,,Healthcare\DayHealth,Release 1
"As a Doctor, I want all communication between the server and Clinician Application to be done over SSL, so that patient data is secure and complies with HIPAA.",I am a Doctor using the Clinician Application | I am accessing or modifying patient information,all communication between the server and the Clinician Application is encrypted using SSL.,5.3.2.1,Must,@priority_Must @req_5.3.2.1,15,cff23191-42a0-4a62-85ee-491b1c788171,,Healthcare\DayHealth,Release 1
"As a Session App User, I want all patient information stored locally on the computer to be encrypted so that patient data is protected and compliant with HIPAA.",The session app is running on a computer. | Patient information is stored locally on the computer.,The patient information is encrypted.,5.3.3.1,Must,@priority_Must @req_5.3.3.1 @HIPAA,15,be2c1cca-d00a-423e-bbab-f94892bf94fb,,Healthcare\DayHealth,Release 1
"As a Session App, I want all communication with the server to be done over SSL so that patient information stored locally is secure.",The Session App is communicating with the server | Data is being transmitted between the Session App and the server,The communication must be encrypted using SSL,5.3.3.2,Must,@priority_Must @req_5.3.3.2 @HIPAA,15,e0f5acc5-52fe-4309-8921-4f2e29e1a0f1,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician Application to have a high aesthetic rating, so that I find it visually appealing and easy to use.",The Clinician Application is being used by a Doctor. | The Doctor interacts with the application's user interface.,The Doctor should rate the application's aesthetics at 4/5 or higher.,5.4.2.1,Should,@priority_Should @req_5.4.2.1,16,bcfef094-451b-454b-9b18-97666a49390e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician application to be easy to use so that I can efficiently review patient data.",I am a Doctor using the Clinician application. | I am performing common tasks such as reviewing patient data.,"The application should be intuitive and easy to navigate, allowing me to complete my tasks efficiently.",5.4.2.2,Must,@priority_Must @req_5.4.2.2 @FDA21CFR11 @HIPAA,16,b2d1ad0f-4279-49a3-b9e1-0b9811b38205,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",I am a Doctor using the Clinician application for the first time. | I attempt to navigate the application and access patient data.,"The application should be intuitive and easy to understand, allowing me to quickly find the information I need.",5.4.2.3,Must,@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,8ba48bb1-6840-4378-beb8-4a17bd5b4e21,,Healthcare\DayHealth,Release 1
"As a Doctor, I want the Clinician application to be easy to learn so that I can quickly access and interpret patient data.",90% of Doctors are using the Clinician application. | They are asked to rate the application for ease of learning.,At least 90% of Doctors should rate the application at ⅘ or above for ease of learning.,5.4.2.3,Must,@priority_Must @req_5.4.2.3 @FDA21CFR11 @HIPAA,8;16,8ba48bb1-6840-4378-beb8-4a17bd5b4e21,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want the Session App to have an appealing aesthetic so that I can effectively engage users during sessions.",the user is a facilitator using the Session App | they interact with the application's user interface,the application's aesthetic is rated at 4/5 or above by at least 85% of facilitators.,5.4.3.1,Should,@priority_Should @req_5.4.3.1 @FDA21CFR11 @HIPAA,16,faffbeff-01c3-44f8-bb03-70f93a5152db,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",The facilitator is a new user of the Session App. | The facilitator completes the initial training and uses the app for a few sessions.,The facilitator rates the Session App at ⅘ or above for ease of learning.,5.4.3.3,Must,@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,7609b87c-c1f1-44b8-85a8-1ea73f9c6c4e,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want the Session App to be easy to learn so that I can quickly and effectively use it to manage sessions.",A survey is conducted with facilitators after using the Session App. | The survey results are analyzed.,At least 90% of facilitators rate the Session App at ⅘ or above for ease of learning.,5.4.3.3,Must,@priority_Must @req_5.4.3.3 @FDA21CFR11 @HIPAA,16,7609b87c-c1f1-44b8-85a8-1ea73f9c6c4e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to use the Clinician Portal so that I can easily review patient data within the EHR.",I am a Doctor logged into the Clinician Portal | I access a patient's record,I can view their relevant data in a clear and organized manner.,1,Must,@priority_Must @req_1 @FDA21CFR11 @HIPAA,4;16,67d25303-e7e8-4156-8bb2-28b5ddc4cf6d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",I am a Doctor logged into the Clinician Portal. | I navigate to a patient's record.,I should be able to view all relevant patient information.,AUTO-1,Must,@priority_Must @req_AUTO-1 @HIPAA,13,dc0597f7-445e-4595-93a4-22802cf9cb9d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient information through a web-based Clinician Portal, so that I can efficiently review patient data and modify information in the database.",I am a Doctor logged into the Clinician Portal. | I need to update patient information.,I should be able to modify the information in the database through the web-based application.,AUTO-1,Must,@priority_Must @req_AUTO-1 @HIPAA,13,dc0597f7-445e-4595-93a4-22802cf9cb9d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",I am logged in as a Doctor. | I request an audit history report for a specific patient.,"I should see a report showing additions, changes, and deletions of documents and data, per user and per patient.",2,Must,@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,a9319b67-125b-422d-b98e-20b7585e6a9e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view audit history reports, so that I can track changes to patient data and ensure data integrity.",I am viewing an audit history report. | I request to export the audit history.,The system should allow me to export the auditing history.,2,Must,@priority_Must @req_2 @FDA21CFR11 @HIPAA,8,a9319b67-125b-422d-b98e-20b7585e6a9e,,Healthcare\DayHealth,Release 1
"As a Nurse, I want to update patient vitals in the system so that patient information is readily available and accurate.",The nurse is logged into the Clinician Portal. | The nurse enters patient vitals.,The patient vitals are stored securely in the database and are accessible to authorized personnel.,1,Must,@priority_Must @req_1 @FDA21CFR11 @HIPAA,4;6,b548eb9e-dee9-456f-a985-cb7ae6d6e7d4,Digitize Patient Records,Healthcare\DayHealth,Release 1
"As a Day Health staff member, I want to digitize patient assessments and care plans, so that I can automate tracking of individuals through the program.",I am a Day Health staff member. | I access the Trillium Health Day Health Manager system.,I can create and store patient assessments and care plans digitally.,1.2,Must,@priority_Must @req_1.2,4,7a6447a2-cc16-4b83-b718-07270d8f6499,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access the Clinician Portal so that I can review patient data efficiently.",I am a Doctor with appropriate credentials. | I log into the system.,I should be able to access the Clinician Portal and view patient data.,1.3,Must,@priority_Must @req_1.3 @FDA21CFR11 @HIPAA,4;5,cb76821c-e776-42c4-9fff-84dfc17768ef,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can ensure accurate tracking of patient attendance.",The fingerprint scanner has recorded patient attendance for a session. | I access the session application.,I can confirm the attendance records taken through the fingerprint scanner.,AUTO-9,Must,@priority_Must @req_AUTO-9,9;10,537ce843-7ea9-460d-9ddc-ddcc79a7ec5e,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to add or modify patient data stored in the system, so that I can keep the EHR up-to-date and provide accurate care.",I am logged into the system as a Doctor. | I access a patient's record.,"I can add new patient data, modify existing data, and save the changes.",1.5,Must,@priority_Must @req_1.5 @FDA21CFR11 @HIPAA,5,3af70c22-c94f-491e-9fa1-29a3312ef18a,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient data through a clinician portal so that I can efficiently review patient information and provide better care.",the Doctor is logged into the clinician portal | the Doctor searches for a specific patient,the Doctor should be able to view the patient's relevant documents and clinical information in an organized manner.,2,Must,@priority_Must @req_2 @FDA21CFR11 @HIPAA,6,84c8f2ab-b87d-46f5-98a5-49ef17776729,Implement EHR system for Trillium Health,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view patient data in the clinician portal so that I can make informed decisions about patient care.",I am a logged-in Doctor in the clinician portal. | I select a patient from the patient list.,"I should see a summary of the patient's relevant clinical information, including documents and vitals.",2.1,Must,@priority_Must @req_2.1 @HIPAA,6,f6e838e5-23fd-47d8-886d-0d2f55e735ca,Implement Clinician Portal,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view patient care plans so that I can effectively manage patient treatment.",I am logged into the clinician portal as a Doctor. | I select a patient from the patient list.,"I can view the patient's care plan, including updates and changes.",2.2,Must,@priority_Must @req_2.2 @FDA21CFR11 @HIPAA,6,a829b8fb-67da-45a0-807b-795b4ce2a7ce,Implement Clinician Portal,Healthcare\DayHealth,Release 1
"As a Doctor, I want the application to have tutorial documentation, so that I can quickly learn how to use the system and understand proper protocols.",I am a new Doctor user | I access the application,"I am presented with tutorial documentation that includes step-by-step instructions, screenshots, and in-app guidance.",2.3,Should,@priority_Should @req_2.3,10,9d4b3390-fd3b-48e8-8ea3-686d37a6c633,,Healthcare\DayHealth,Release 1
"As a System Administrator, I want to install the database for Trillium, so that the system can be set up and ready for use.",I have the necessary permissions and access to the server. | I run the database setup script.,"The database is successfully installed and configured, and I receive confirmation of successful installation.",2.3.1.1,Must,@priority_Must @req_2.3.1.1 @FDA21CFR11 @HIPAA,6,b65a7561-55fb-4d09-8cce-8be775b56785,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient data through a clinician portal so that I can review patient information efficiently.",I am a Doctor with appropriate system access. | I log into the clinician portal.,I can view and organize patient data from the database.,2.3.1.2,Must,@priority_Must @req_2.3.1.2 @FDA21CFR11 @HIPAA,6,0b21f48e-b9cb-450e-936b-2374b2432c50,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to access a clinician portal so that I can easily view and manage patient data currently stored on paper forms and SharePoint. (page 6)",the clinician has logged into the system | the clinician navigates to the patient's record,the clinician can view relevant documents and clinical information in an organized way.,2.3.1.3,Must,@priority_Must @req_2.3.1.3 @FDA21CFR11 @HIPAA,6,7587dccb-5679-4fce-a67f-1e7c7650f0ec,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to access patient care plans through the Clinician Portal so that I can review and manage patient treatment effectively.",I am logged into the Clinician Portal. | I select a patient.,I can view the patient's care plan.,2.3.2,Must,@priority_Must @req_2.3.2 @FDA21CFR11 @HIPAA,6;13,8a926984-16f5-4011-be75-39d405376012,,Healthcare\DayHealth,Release 1
"As an IT person, I want to configure a new data piece, so that I can integrate new data sources into the system.",I am an IT person with access to the configuration settings. | I configure a new data piece.,The system stores the configuration and allows the new data source to be integrated.,2.3.3.1,Should,@priority_Should @req_2.3.3.1,12,682d52b0-0e77-42e2-a9d0-3c0508418c86,,Healthcare\DayHealth,Release 1
"As an IT person, I want to be able to configure new data pieces so that the system can ingest and process external data sources.",I am an IT person with appropriate access rights. | I configure a new data piece in the system.,The system should allow me to define the connection details and scripts required to retrieve data from the external source.,2.3.3.2,Must,@priority_Must @req_2.3.3.2 @FDA21CFR11 @HIPAA,12,1b15bbe5-eb0e-41ef-bcff-38919359faf1,,Healthcare\DayHealth,Release 1
"As a user, I want the system to audit all data changes, so that I can track data modifications and maintain data integrity and comply with regulations.","I am a user with access to the system. | I add, modify, or delete documents or data within the system.","The system should track the addition, modification, and deletion of the data.",2.3.3.3,Must,@priority_Must @req_2.3.3.3 @FDA21CFR11 @HIPAA,8,7a3468ae-775e-442d-adc3-7a6c79ace7b4,,Healthcare\DayHealth,Release 1
"As a user, I want the system to audit all data changes, so that I can track data modifications and maintain data integrity and comply with regulations.",I am a user with access to the system. | I request an audit history report.,"The system should generate a report showing the auditing history, filtered by user or patient.",2.3.3.3,Must,@priority_Must @req_2.3.3.3 @FDA21CFR11 @HIPAA,8,7a3468ae-775e-442d-adc3-7a6c79ace7b4,,Healthcare\DayHealth,Release 1
"As a user, I want the system to audit all data changes, so that I can track data modifications and maintain data integrity and comply with regulations.",I am a user with access to the system. | I request to export the auditing history.,The system should allow me to export the auditing histories.,2.3.3.3,Must,@priority_Must @req_2.3.3.3 @FDA21CFR11 @HIPAA,8,7a3468ae-775e-442d-adc3-7a6c79ace7b4,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view a Metrics page so that I can easily understand patient progress and outcomes.",I am logged into the system as a Doctor. | I navigate to the Metrics page.,I should see relevant patient metrics displayed.,2.3.3.4,Should,@priority_Should @req_2.3.3.4,7,1e8c2889-d6fd-4832-88c7-3108590e2df7,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view overall program statistics so that I can monitor patient progress and program effectiveness.",I am logged into the Clinician Portal. | I navigate to the program statistics section.,I should be able to view overall program statistics.,2.3.3.4.1,Should,@priority_Should @req_2.3.3.4.1,11,627cccd5-ab0c-4e36-86fd-cbcd7e8def28,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to keep track of what claims have been sent for, so that I can ensure accurate billing and revenue cycle management.",The system has session data and billing information. | I view a patient's session details.,I can see a record of all claims submitted for that session.,2.3.3.4.2,Must,@priority_Must @req_2.3.3.4.2,7,ab7344e5-91d7-488c-bf53-4ae3268a51f3,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to keep track of what claims have been sent for, so that I can ensure accurate billing and revenue cycle management.",A claim has been submitted for a service encounter. | I view the service encounter details.,"The system displays the claim status (e.g., accepted, denied).",2.3.3.4.2,Must,@priority_Must @req_2.3.3.4.2,7,ab7344e5-91d7-488c-bf53-4ae3268a51f3,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to run a billing report so that I can track total dollars billed.",I am a Clinician logged into the system. | I request a billing report.,The system generates a report displaying the total dollars billed.,2.3.3.4.3,Must,@priority_Must @req_2.3.3.4.3 @FDA21CFR11 @HIPAA,12,1468388e-e0cd-4025-b28d-4d6da0cfd28e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view overall program statistics so that I can monitor patient progress and program effectiveness.",I am logged into the Clinician Portal. | I navigate to the program statistics section.,"I should see overall program statistics, including average percentage attendance for ADHP (2.3.3.4.4).",2.3.3.4.4;DHM_UC_24,Should,@priority_Should @req_2.3.3.4.4 @req_DHM_UC_24,11,6ff37189-bcaf-4706-a767-f02b00e30573,,Healthcare\DayHealth,Release 1
"As a facilitator, I want the Session app to be easy to learn so that I can quickly and effectively use it during sessions.",The facilitator is using the Session app for the first time. | The facilitator interacts with the Session app.,The Session app is rated at ⅘ or above by at least 90% of facilitators for ease of learning.,2.3.3.4.5,Should,@priority_Should @req_2.3.3.4.5,16,07c3e615-e864-495c-adbf-cfbe7850298e,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",I am a logged-in Clinician | I select a specific document,"I can view a detailed audit history, including who made changes and when",2.3.3.4.6,Should,@priority_Should @req_2.3.3.4.6 @HIPAA,11,cc350adc-5061-41e1-b813-82057c0d5399,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view a patient's care plan, so that I can understand their treatment strategy.",I am logged in as a Doctor and viewing a patient's record. | I select the option to view the patient's care plan.,I should be able to see the patient's care plan details.,2.3.3.5.1,Must,@priority_Must @req_2.3.3.5.1 @FDA21CFR11 @HIPAA,11,8f6129c3-d72d-43c3-9d73-5bd55e4337a5,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to be able to link to other patient documents within the system, so that I can easily access all relevant information for a patient.",I am viewing a patient's document within the Clinician Portal. | I select the option to link to another document.,I am presented with a list of other documents associated with the same patient.,2.3.3.5.2,Must,@priority_Must @req_2.3.3.5.2 @FDA21CFR11 @HIPAA,4,50299adb-4262-430b-88df-1cbff6139d6d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to be able to link to other patient documents within the system, so that I can easily access all relevant information for a patient.",I am presented with a list of documents. | I select a document from the list.,A link to the selected document is created within the current document.,2.3.3.5.2,Must,@priority_Must @req_2.3.3.5.2 @FDA21CFR11 @HIPAA,4,50299adb-4262-430b-88df-1cbff6139d6d,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to be able to link to other patient documents within the system, so that I can easily access all relevant information for a patient.",A link to another document exists within the current document. | I click on the link.,I am navigated to the linked document.,2.3.3.5.2,Must,@priority_Must @req_2.3.3.5.2 @FDA21CFR11 @HIPAA,4,50299adb-4262-430b-88df-1cbff6139d6d,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",I am a clinician accessing the system. | I view a specific document.,"I can access and review the audit history, including additions, changes, and deletions.",2.3.3.8.1,Must,@priority_Must @req_2.3.3.8.1 @FDA21CFR11 @HIPAA,8;11,0e681c31-5d25-457f-ac87-554de721b05d,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",I am a clinician viewing the audit history. | I select a specific user or patient.,I can view reports showing the auditing history for that user or patient.,2.3.3.8.1,Must,@priority_Must @req_2.3.3.8.1 @FDA21CFR11 @HIPAA,8;11,0e681c31-5d25-457f-ac87-554de721b05d,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to view the audit history of a document, so that I can track changes and ensure data integrity.",I am a clinician viewing the audit history. | I need to analyze the audit data.,I can export the auditing history for further analysis.,2.3.3.8.1,Must,@priority_Must @req_2.3.3.8.1 @FDA21CFR11 @HIPAA,8;11,0e681c31-5d25-457f-ac87-554de721b05d,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to confirm session attendance taken through fingerprint scanner, so that I can accurately track patient participation.",The system has recorded session attendance via fingerprint scanner. | I access the session attendance records.,I can view and confirm the attendance data.,2.3.3.8.3,Must,@priority_Must @req_2.3.3.8.3,7;9,808ab15b-193a-4e2d-a744-62dcfeb00fde,,Healthcare\DayHealth,Release 1
"As a user, I want to create new assessment types so that I can support various patient needs.",I am a user with the appropriate permissions | I create a new assessment type,the system saves the new assessment type and makes it available for use.,2.3.3.9.2,Must,@priority_Must @req_2.3.3.9.2,7,20569186-5aea-4dfb-9cf2-cc880522412a,,Healthcare\DayHealth,Release 1
"As a Clinician, I want to approve a patient's care plan so that the care plan can be implemented.",The clinician has access to the patient's care plan. | The clinician reviews the care plan and determines it is appropriate.,The clinician can approve the care plan.,2.3.3.10.2,Must,@priority_Must @req_2.3.3.10.2,11,0d336b48-9ebb-4a1f-bcce-c5bee06460e7,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view patient documents within the application, so that I can quickly access necessary information without navigating to external locations.",I am logged in as a Doctor and viewing a patient's record. | I navigate to the 'Documents' section.,I should be able to view the patient's documents directly within the application.,2.3.3.18,Should,@priority_Should @req_2.3.3.18 @FDA21CFR11 @HIPAA,6,74baebdf-5759-4e27-b92b-6bfce148bdb5,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want to add fingerprints to the database for each user so that session attendance can be accurately tracked via fingerprint scanner.",The facilitator has appropriate system privileges. | The facilitator attempts to add a user's fingerprint to the database.,"The system shall allow the facilitator to securely add the fingerprint, adhering to HIPAA and FDA 21 CFR Part 11 constraints.",2.3.3.19,Must,@priority_Must @req_2.3.3.19 @HIPAA,9;10,596aa5f2-8f48-43aa-9145-2c8bda4adc2c,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check patient data stored in the system so that I can effectively manage patient information.",I have access to the system | I attempt to add a new patient,the system allows me to input patient demographics and medical history.,2.3.4,Must,@priority_Must @req_2.3.4 @FDA21CFR11 @HIPAA,5,c489cf27-b195-4564-b245-a9513a3d8aa1,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check patient data stored in the system so that I can effectively manage patient information.",I have access to the system | I attempt to modify existing patient data,the system allows me to update patient information while maintaining an audit trail.,2.3.4,Must,@priority_Must @req_2.3.4 @FDA21CFR11 @HIPAA,5,c489cf27-b195-4564-b245-a9513a3d8aa1,,Healthcare\DayHealth,Release 1
"As a user, I want to add, modify, or check patient data stored in the system so that I can effectively manage patient information.",I have access to the system | I attempt to check on a patient's basic info,the system displays the patient's relevant information.,2.3.4,Must,@priority_Must @req_2.3.4 @FDA21CFR11 @HIPAA,5,c489cf27-b195-4564-b245-a9513a3d8aa1,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view the audit history of patient data within the Clinician Portal, so that I can track changes and ensure data integrity.",I am logged into the Clinician Portal. | I select a patient and navigate to their audit history.,"I can view a report showing additions, changes, and deletions of documents and data, including the user who made the changes and the timestamp.",2.3.4.1,Must,@priority_Must @req_2.3.4.1 @FDA21CFR11 @HIPAA,8;13,a761b86e-9e51-4333-aea3-1a7319ebc5d8,,Healthcare\DayHealth,Release 1
"As a Doctor, I want to view the audit history of patient data within the Clinician Portal, so that I can track changes and ensure data integrity.",I am viewing the audit history report. | I choose to export the audit history.,"I can export the audit history in a standard format (e.g., CSV, PDF).",2.3.4.1,Must,@priority_Must @req_2.3.4.1 @FDA21CFR11 @HIPAA,8;13,a761b86e-9e51-4333-aea3-1a7319ebc5d8,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want a backup way to sign-in and out in case of fingerprint scanner error, so that session attendance can be accurately recorded even when the primary method fails.",The fingerprint scanner is unavailable or malfunctioning. | The Facilitator attempts to record session attendance.,"The system provides an alternative method for signing in and out, such as manual entry or a temporary code.",2.3.4.3,Must,@priority_Must @req_2.3.4.3 @HIPAA,9,f0b84ae1-68b0-439f-b163-0f0e709b9191,,Healthcare\DayHealth,Release 1
"As a Facilitator, I want the ability to override sign-in or sign-out in case of fingerprint or backup error, so that attendance can be accurately recorded even when the fingerprint scanner fails.",The fingerprint scanner is unavailable or malfunctioning. | A patient is unable to sign in or out using the fingerprint scanner.,The facilitator can manually override the sign-in or sign-out process.,2.3.4.4,Must,@priority_Must @req_2.3.4.4 @FDA21CFR11 @HIPAA,8;9,33c20abd-7103-434b-a235-ddae8a1a80ac,,Healthcare\DayHealth,Release 1
